iter	Logloss
225	0.2369224829
226	0.236795213
227	0.2366261319
228	0.2364579074
229	0.2361414356
230	0.2359789929
231	0.2357989856
232	0.2356056016
233	0.2354352367
234	0.2351462797
235	0.2349348074
236	0.2347898856
237	0.2345615814
238	0.2344546264
239	0.2342115123
240	0.2340247299
241	0.2337770571
242	0.2335660499
243	0.2333663754
244	0.2331241858
245	0.2328991106
246	0.23273248
247	0.2325222537
248	0.2322906411
249	0.2321066561
250	0.231944567
251	0.2317915164
252	0.2316084775
253	0.2313879267
254	0.2312165271
255	0.2308377961
256	0.2305743902
257	0.2302724883
258	0.2301577121
259	0.2300072922
260	0.2297102396
261	0.229573038
262	0.2293955294
263	0.2291703589
264	0.2288684719
265	0.2285876036
266	0.2283570418
267	0.2282426916
268	0.2280553132
269	0.2278804549
270	0.2276785389
271	0.2273434978
272	0.2271684512
273	0.2270107545
274	0.2268634282
275	0.226657438
276	0.2264698173
277	0.2262452623
278	0.2260178469
279	0.2258557211
280	0.2256630869
281	0.2254136342
282	0.2252439112
283	0.2250137593
284	0.2248500431
285	0.2245630911
286	0.2243890286
287	0.2241929805
288	0.2240600609
289	0.2238665816
290	0.2236750337
291	0.2234709497
292	0.2233338698
293	0.2231372475
294	0.2229145137
295	0.2227616078
296	0.2226200219
297	0.2224009064
298	0.2222145765
299	0.222052592
300	0.2219189088
301	0.2217223761
302	0.2214381179
303	0.2212920203
304	0.2211581178
305	0.2210081377
306	0.220852942
307	0.220655888
308	0.2204112961
309	0.2202028554
310	0.2200473094
311	0.2198759523
312	0.2196714136
313	0.2195940781
314	0.2193250099
315	0.2192160511
316	0.2191226828
317	0.2189798797
318	0.2188252662
319	0.2185586244
320	0.218420465
321	0.2182318385
322	0.2180060456
323	0.2178148583
324	0.2176232415
325	0.2173839858
326	0.2171816817
327	0.2170423523
328	0.2168141456
329	0.2166653093
330	0.2165315239
331	0.2163625909
332	0.2161864672
333	0.2160052047
334	0.2157138799
335	0.2155955301
336	0.2152645483
337	0.2150879492
338	0.2149490572
339	0.2147376412
340	0.2145946762
341	0.2144296785
342	0.2143260811
343	0.2141107057
344	0.2139102883
345	0.2137609788
346	0.2136108839
347	0.2135038749
348	0.2134030943
349	0.2132406447
350	0.2129301959
351	0.2127526414
352	0.2125978636
353	0.2123876867
354	0.2121484046
355	0.2118397907
356	0.2117254773
357	0.2116207178
358	0.2115343991
359	0.2113913192
360	0.2112026571
361	0.2110759453
362	0.2108550649
363	0.210675084
364	0.2105636206
365	0.2104264488
366	0.2101636045
367	0.2099763938
368	0.2098361388
369	0.2096750626
370	0.2095275204
371	0.2094433869
372	0.2093353846
373	0.209096873
374	0.2088767803
375	0.2087636772
376	0.2086301444
377	0.2084640087
378	0.2081654679
379	0.2080269721
380	0.2078944143
381	0.2078480626
382	0.2077539629
383	0.2076526196
384	0.207571319
385	0.2074378035
386	0.2072819888
387	0.2071348795
388	0.2068269937
389	0.2066787373
390	0.2064204207
391	0.2062788991
392	0.2061745864
393	0.2060293741
394	0.2058594765
395	0.2057572778
396	0.2056233546
397	0.2055132543
398	0.2052525687
399	0.2051321221
400	0.2049969725
401	0.2048367736
402	0.2047508097
403	0.2045359258
404	0.2044308586
405	0.2042897401
406	0.2041953809
407	0.2040892319
408	0.2039693824
409	0.2038947708
410	0.2036773996
411	0.2035577626
412	0.2034805787
413	0.2033089288
414	0.2030297095
415	0.2028009655
416	0.2026972785
417	0.2026249577
418	0.2024522652
419	0.2022630656
420	0.2021390776
421	0.2020166881
422	0.2019353599
423	0.201844905
424	0.2016898241
425	0.2013982156
426	0.2012497973
427	0.2008799772
428	0.2007008885
429	0.2005036427
430	0.2003587255
431	0.2001380277
432	0.1999456106
433	0.1998626449
434	0.1997754765
435	0.1995003877
436	0.1991505367
437	0.199005623
438	0.1988817441
439	0.1988337102
440	0.1985956407
441	0.1983547842
442	0.198282336
443	0.1981228433
444	0.1980156195
445	0.1978184702
446	0.1977213803
447	0.1973331987
448	0.1969904397
449	0.1964689274
450	0.1962489255
451	0.196165566
452	0.1960532322
453	0.1956540865
454	0.1954862249
455	0.1953025464
456	0.1950714495
457	0.1948233334
458	0.1945685249
459	0.1944340701
460	0.1943043152
461	0.1941604281
462	0.193898166
463	0.1937601502
464	0.1936642878
465	0.1935623486
466	0.1933672811
467	0.1932804893
468	0.1931859027
469	0.1930158168
470	0.1927763395
471	0.1925685338
472	0.1923914088
473	0.192219311
474	0.1921196259
475	0.1919559522
476	0.191771424
477	0.191576871
478	0.1914184118
479	0.1913387165
480	0.1911989036
481	0.1910418856
482	0.1907342776
483	0.1905679077
484	0.1904023909
485	0.1902077621
486	0.1901130527
487	0.1899961739
488	0.1898512533
489	0.1897290062
490	0.1895794808
491	0.1894867166
492	0.1892818793
493	0.1891124537
494	0.1889130364
495	0.1888374763
496	0.1886589181
497	0.1884857031
498	0.1883603004
499	0.1882048026
500	0.1880475859
501	0.187923266
502	0.1878465748
503	0.1877583154
504	0.1876410129
505	0.1872941545
506	0.1871473587
507	0.1870447282
508	0.1868817595
509	0.1867801315
510	0.1866421295
511	0.1865547107
512	0.1864735777
513	0.1863902951
514	0.1862727412
515	0.1861641463
516	0.1860469356
517	0.1859008748
518	0.1857174742
519	0.185604386
520	0.1855022274
521	0.1853501276
522	0.1851880282
523	0.1850560537
524	0.1848429772
525	0.1847511248
526	0.1846157306
527	0.1844673214
528	0.1842883809
529	0.1841693789
530	0.1841042327
531	0.1839628949
532	0.1838252867
533	0.1836573241
534	0.183569586
535	0.1835016943
536	0.1833271598
537	0.1832338663
538	0.1831040598
539	0.183031631
540	0.1828633606
541	0.1827605705
542	0.1826146348
543	0.1825008611
544	0.1824303615
545	0.1822687651
546	0.1822106386
547	0.1821005372
548	0.1819997876
549	0.1819006916
550	0.1817947826
551	0.1816723667
552	0.1815773667
553	0.1815038999
554	0.1814314654
555	0.1813268461
556	0.1812763191
557	0.1811699635
558	0.1810530525
559	0.1809640881
560	0.1808409946
561	0.1807400889
562	0.1806238141
563	0.1805543515
564	0.1804962411
565	0.1803570965
566	0.1802242148
567	0.1800999684
568	0.1800227283
569	0.1799244958
570	0.1797901891
571	0.1796422036
572	0.1795571216
573	0.179478995
574	0.1793538495
575	0.1792545445
576	0.1791050456
577	0.1789939106
578	0.1788648712
579	0.1788021618
580	0.1787232635
581	0.1786050492
582	0.178539515
583	0.1784125264
584	0.17825789
585	0.1781361079
586	0.1780188019
587	0.1779321582
588	0.1778396225
589	0.1777298644
590	0.1776059775
591	0.1774255189
592	0.1773086573
593	0.1772238624
594	0.1770861279
595	0.1769679688
596	0.1768395219
597	0.17675314
598	0.1766128368
599	0.1764843968
600	0.1763932701
601	0.1762835935
602	0.1762215536
603	0.1761351797
604	0.1759918197
605	0.1759116571
606	0.1757296035
607	0.1756252769
608	0.1755379052
609	0.1754720494
610	0.1754106709
611	0.1753157731
612	0.1751904106
613	0.1750935986
614	0.1749993186
615	0.1749309331
616	0.1748013631
617	0.1746614986
618	0.1745647497
619	0.1744906043
620	0.1744265008
621	0.1743357553
622	0.1742789046
623	0.1741646796
624	0.1740773079
625	0.1740103486
626	0.1739367222
627	0.1738117627
628	0.1736419501
629	0.173549179
630	0.1734065585
631	0.1733026591
632	0.1732411646
633	0.1731585905
634	0.173042333
635	0.1729508836
636	0.1729151033
637	0.1728275352
638	0.1726899454
639	0.1726014725
640	0.1725039152
641	0.1724055564
642	0.1723413852
643	0.1722304099
644	0.1721734559
645	0.1720361807
646	0.1719519267
647	0.1718430114
648	0.1717834622
649	0.1717280997
650	0.1716699985
651	0.1715715524
652	0.1714997472
653	0.1714069739
654	0.1713157507
655	0.1712110371
656	0.171144412
657	0.1710516351
658	0.1709861824
659	0.1709114766
660	0.1708320466
661	0.1707387174
662	0.1706447188
663	0.1705547611
664	0.1704618947
665	0.1703809684
666	0.1703172439
667	0.1702725538
668	0.1702100753
669	0.1701078444
670	0.1700236856
671	0.1699574796
672	0.1699040853
673	0.1698458762
674	0.1697921558
675	0.1696547118
676	0.1695110969
677	0.1694423267
678	0.169371377
679	0.16927304
680	0.1691773373
681	0.1691253474
682	0.1690406041
683	0.1689807701
684	0.1688709512
685	0.1688256387
686	0.168763438
687	0.1686936688
688	0.1686323075
689	0.168564859
690	0.1684968421
691	0.1684010223
692	0.1682172657
693	0.168093605
694	0.1680286047
695	0.1679661881
696	0.1679230138
697	0.1678276051
698	0.1677453043
699	0.1676630609
700	0.1676211199
701	0.1675345738
702	0.1674412791
703	0.167414838
704	0.1673265465
705	0.1672490526
706	0.1671992135
707	0.1671211109
708	0.1670723019
709	0.1669483277
710	0.1668127233
711	0.1667368152
712	0.1666445804
713	0.1665426997
714	0.1664879137
715	0.1664254971
716	0.166374311
717	0.1662984133
718	0.1660810651
719	0.1659553948
720	0.1658763334
721	0.1658087483
722	0.1657496595
723	0.1656665423
724	0.1655867288
725	0.1654620128
726	0.1653970389
727	0.1653079895
728	0.1652180949
729	0.1651625395
730	0.1651111272
731	0.1650619208
732	0.1649860242
733	0.1649314104
734	0.1648329724
735	0.1647730373
736	0.1647216009
737	0.1646014092
738	0.1644528806
739	0.1643901092
740	0.1642923189
741	0.1641089722
742	0.1640279048
743	0.1639139415
744	0.1638019879
745	0.1636211836
746	0.1635058459
747	0.163418744
748	0.1633050839
749	0.1632131787
750	0.1631414275
751	0.1630718064
752	0.1629645481
753	0.1628524371
754	0.1627435012
755	0.1626379092
756	0.1625473785
757	0.1624774692
758	0.1623430051
759	0.162247044
760	0.162123273
761	0.1620600377
762	0.1619823095
763	0.161923215
764	0.1618832376
765	0.1617779247
766	0.161664221
767	0.1615669381
768	0.1614467775
769	0.1613425026
770	0.1612801159
771	0.1612186064
772	0.1610531333
773	0.1609881434
774	0.1609424715
775	0.1608585642
776	0.1608011968
777	0.1607412996
778	0.1606466269
779	0.160563752
780	0.1605000975
781	0.1604236555
782	0.1603058419
783	0.1601983391
784	0.1601404917
785	0.1600542109
786	0.1600024851
787	0.1599294087
788	0.1598696459
789	0.1597994989
790	0.159657418
791	0.1595477162
792	0.1594715233
793	0.159419313
794	0.1593123372
795	0.1592057347
796	0.1590455794
797	0.1589475938
798	0.1588896465
799	0.1588220786
800	0.1587691861
801	0.1586935387
802	0.1586435422
803	0.1586385023
804	0.1585894475
805	0.1585230853
806	0.1584630079
807	0.158347104
808	0.1582354006
809	0.1581373829
810	0.1580622591
811	0.1579657916
812	0.1578373481
813	0.1577868729
814	0.157724973
815	0.1576423702
816	0.1575870043
817	0.1575124259
818	0.1574293535
819	0.1573879407
820	0.1573018264
821	0.1572305368
822	0.1571608939
823	0.1571043073
824	0.1570232065
825	0.1569393395
826	0.1568842193
827	0.1568279795
828	0.1567312237
829	0.1566664152
830	0.1565938854
831	0.1565489611
832	0.1565289977
833	0.1563893053
834	0.1563468178
835	0.1562068866
836	0.1560950294
837	0.1560069388
838	0.1559582078
839	0.1558628335
840	0.1557749864
841	0.1557182425
842	0.1556379179
843	0.1555865814
844	0.1554785975
845	0.1554252342
846	0.1553360229
847	0.1552199031
848	0.1551206705
849	0.1550744853
850	0.1549667953
851	0.1548718149
852	0.1548028219
853	0.1547033711
854	0.1546427711
855	0.1545298735
856	0.1544138181
857	0.1543486731
858	0.1542884154
859	0.1542138221
860	0.1540665957
861	0.1539113598
862	0.1538229764
863	0.1537170261
864	0.1536471271
865	0.1535913788
866	0.1535498167
867	0.1534851414
868	0.1533913265
869	0.1533177736
870	0.1532416105
871	0.1531848081
872	0.1531070764
873	0.1530360854
874	0.1529759563
875	0.1529127198
876	0.1528631793
877	0.1527948213
878	0.1527295959
879	0.1526223182
880	0.1524850993
881	0.1524446638
882	0.1523915589
883	0.1522823049
884	0.1522245574
885	0.1521735952
886	0.1521055726
887	0.1520339373
888	0.1519919757
889	0.1518339735
890	0.15172374
891	0.151647802
892	0.1515639682
893	0.1514769422
894	0.1514273293
895	0.1513255818
896	0.1512717649
897	0.1512116484
898	0.1511333048
899	0.1510626261
900	0.1510149986
901	0.1509440707
902	0.1508973195
903	0.1508289994
904	0.1506941598
905	0.1506441083
906	0.1506124332
907	0.1505198126
908	0.1504457119
909	0.150276385
910	0.1502579822
911	0.1501902765
912	0.1501510972
913	0.1500799913
914	0.1499764789
915	0.1499127406
916	0.1498969846
917	0.1498255675
918	0.1497255712
919	0.1496516933
920	0.1495785573
921	0.1495324777
922	0.1494555534
923	0.1493706321
924	0.1493154247
925	0.1492829974
926	0.149202782
927	0.1491426919
928	0.149085321
929	0.1490065536
930	0.148901468
931	0.1488129721
932	0.1487118367
933	0.1486615716
934	0.14857417
935	0.1484923664
936	0.14842649
937	0.14831568
938	0.1482655366
939	0.1480928797
940	0.1480292608
941	0.147970838
942	0.1479255187
943	0.1478668376
944	0.1478258302
945	0.147764934
946	0.1476703382
947	0.1476417567
948	0.1475815586
949	0.1475074396
950	0.1474207764
951	0.147351896
952	0.1472936133
953	0.1472315676
954	0.1471704349
955	0.1471216166
956	0.1470779061
957	0.1470219258
958	0.1469570231
959	0.1468958858
960	0.146862812
961	0.1467949616
962	0.1467540151
963	0.1466809892
964	0.1466051787
965	0.1464441553
966	0.1463308593
967	0.1462364449
968	0.1461607941
969	0.1461034725
970	0.1460664084
971	0.1460055168
972	0.1459533099
973	0.1458952753
974	0.1458138587
975	0.1457714285
976	0.1457376888
977	0.1456837996
978	0.1456148365
979	0.1455338838
980	0.1454655844
981	0.1454128022
982	0.1453012723
983	0.1452856403
984	0.1452537148
985	0.1452091603
986	0.1451247282
987	0.1450764543
988	0.1450306113
989	0.1449817161
990	0.1449082183
991	0.1448739469
992	0.1448036242
993	0.1447754549
994	0.144713485
995	0.1445984654
996	0.1445226629
997	0.1444275952
998	0.1443864052
999	0.1443443539
